Invoice,Sold to Party,Sold to Party Name,Sales Org
50126688860,1733215,SIEM 0766,A20
50126692463,1734354,BLOC 9694,A20
50126692830,1733201,SCHL 5055,A20
50126692905,1733102,SCHL 5161,A20
50126693744,1733201,SCHL 5055,A20
50126694400,1733378,Inno 7355,A20
50126694911,1733201,SCHL 5055,A20
50126695603,1733201,SCHL 5055,A20
50126696097,1734132,INTE 1674,A20
50126701717,1733378,Inno 7355,A20
50126703878,1733102,SCHL 5161,A20
50126705226,1733201,SCHL 5055,A20
50126705261,1733511,TEXA 3018,A20
50126708338,1733102,SCHL 5161,A20
50126709481,1733102,SCHL 5161,A20
50126712729,1733212,SCHL 5039,A20
50126716414,1733048,HYPE 6588,A20
50126718913,1733102,SCHL 5161,A20
50126722266,1176121,BAKE 5121,A20
50126723100,1733102,SCHL 5161,A20
50126723326,1733201,SCHL 5055,A20
50126726931,1176121,BAKE 5121,A20
50126732447,1733212,SCHL 5039,A20
50126735542,1733102,SCHL 5161,A20
50126736463,1734443,DRS  3266,A20
50126738552,1734044,SIEM 7346,A20
50126738553,1734044,SIEM 7346,A20
50126738675,1733215,SIEM 0766,A20
50126742527,1733102,SCHL 5161,A20
50126744182,1734044,SIEM 7346,A20
50126745021,1176121,BAKE 5121,A20
50126745649,1734044,SIEM 7346,A20
50126745653,1734044,SIEM 7346,A20
50126749091,1733511,TEXA 3018,A20
50126750096,1734044,SIEM 7346,A20
50126751329,1734044,SIEM 7346,A20
50126753691,1733201,SCHL 5055,A20
50126755132,1733201,SCHL 5055,A20
50126755286,1734044,SIEM 7346,A20
50126756844,1734044,SIEM 7346,A20
50126759634,1734266,AMAZ 1311,A20
50126759693,1733102,SCHL 5161,A20
50126759696,1733102,SCHL 5161,A20
50126761988,1734044,SIEM 7346,A20
50126761992,1734044,SIEM 7346,A20
50126761995,1734044,SIEM 7346,A20
50126762028,1733215,SIEM 0766,A20
50126764325,1734044,SIEM 7346,A20
50126764349,1297839,LUME 7839,A10
50126765563,1733866,JOHN 1731,A20
50126766683,1734488,ETHI 4028,A20
50126767626,1734044,SIEM 7346,A20
50126767629,1734044,SIEM 7346,A20
50126769156,1734044,SIEM 7346,A20
50126770172,1733866,JOHN 1731,A20
50126771457,1733822,GE V 8307,A10
50126771704,1733102,SCHL 5161,A20
50126771727,1733212,SCHL 5039,A20
50126771952,1734399,TESL 0308,A30
50126774426,1734488,ETHI 4028,A20
50126775456,1297839,LUME 7839,A10
50126776282,1593948,KGS  5500,A20
50126776560,1733048,HYPE 6588,A20
50126778065,1297839,LUME 7839,A10
50126781100,1733422,TEXA 2921,A20
50126781114,1733422,TEXA 2921,A20
50126781550,1733201,SCHL 5055,A20
50126783729,1733201,SCHL 5055,A20
50126788249,1734399,TESL 0308,A20
50126788757,1297839,LUME 7839,A10
50126791514,1733466,AMAZ 7577,A20
50126801485,1733212,SCHL 5039,A20
50126802752,1733212,SCHL 5039,A20
50126805613,1733378,Inno 7355,A20
50126807428,1733102,SCHL 5161,A20
50126807430,1733102,SCHL 5161,A20
50126808393,1734399,TESL 0308,A30
50126808921,1733201,SCHL 5055,A20
50126809733,1733822,GE V 8307,A10
50126817682,1734044,SIEM 7346,A20
50126821798,1733466,AMAZ 7577,A20
50126821902,1733201,SCHL 5055,A20
50126821906,1733201,SCHL 5055,A20
50126821981,1297839,LUME 7839,A10
50126827913,1734044,SIEM 7346,A20
50126831343,1049716,FORD 5716,A20
50126838516,1733212,SCHL 5039,A20
50126838518,1733212,SCHL 5039,A20
50126838658,1733201,SCHL 5055,A20
50126839014,1734044,SIEM 7346,A20
50126840638,1733215,SIEM 0766,A20
50126840672,1913708,AURI 3708,A20
50126840692,1297839,LUME 7839,A10
50126842550,1733289,UNIV 0114,A20
50126842653,1733422,TEXA 2921,A20
50126846310,1733466,AMAZ 7577,A20
50126846966,1733378,Inno 7355,A20
50126847206,1593948,KGS  5500,A20
50126851544,1733378,Inno 7355,A20
50126851545,1733378,Inno 7355,A20
50126851546,1733378,Inno 7355,A20
50126852477,1733466,AMAZ 7577,A20
50126854821,1297839,LUME 7839,A10
50126857257,1733212,SCHL 5039,A20
50126857421,1733511,TEXA 3018,A20
50126857887,1049716,FORD 5716,A20
50126857978,1733102,SCHL 5161,A20
50126862629,1733212,SCHL 5039,A20
50126864247,1733866,JOHN 1731,A20
50126866432,1734132,INTE 1674,A20
50126870408,1733511,TEXA 3018,A20
50126870411,1733201,SCHL 5055,A20
50126870453,1733102,SCHL 5161,A20
50126871189,1734221,DIAG 1352,A20
50126871367,1733201,SCHL 5055,A20
50126873899,1734399,TESL 0308,A20
50126874422,1733201,SCHL 5055,A20
50126875831,1733378,Inno 7355,A20
50126879039,1733215,SIEM 0766,A20
50126879872,1734399,TESL 0308,A20
50126879924,1733212,SCHL 5039,A20
50126881239,1734221,DIAG 1352,A20
50126884084,1734399,TESL 0308,A20
50126887492,1733102,SCHL 5161,A20
50126887514,1733215,SIEM 0766,A20
50126887517,1733215,SIEM 0766,A20
50126888750,1733511,TEXA 3018,A20
50126896227,1734044,SIEM 7346,A20
50126897076,1733511,TEXA 3018,A20
50126897288,1733511,TEXA 3018,A20
50126898181,1733212,SCHL 5039,A20
50126898185,1733212,SCHL 5039,A20
50126901458,1733201,SCHL 5055,A20
50126901460,1733201,SCHL 5055,A20
50126903825,1734399,TESL 0308,A20
50126904051,1733201,SCHL 5055,A20
50126905144,1733048,HYPE 6588,A20
50126905312,1734266,AMAZ 1311,A20
50126909352,1297839,LUME 7839,A10
50126913103,1733048,HYPE 6588,A20
50126914283,1733201,SCHL 5055,A20
50126915804,1297839,LUME 7839,A10
50126923518,1734488,ETHI 4028,A20
50126924107,1734399,TESL 0308,A20
50126924701,1734132,INTE 1674,A20
50126930248,1733048,HYPE 6588,A20
50126949596,1733201,SCHL 5055,A20
50126949599,1733201,SCHL 5055,A20
50126950645,1733201,SCHL 5055,A20
50126954008,1733212,SCHL 5039,A20
50126954164,1734399,TESL 0308,A20
50126956583,1733102,SCHL 5161,A20
50126956585,1733102,SCHL 5161,A20
50126957111,1733201,SCHL 5055,A20
50126960633,1733102,SCHL 5161,A20
50126962401,1297839,LUME 7839,A10
50126968007,1733201,SCHL 5055,A20
50126969155,1734399,TESL 0308,A20
50126969942,1733201,SCHL 5055,A20
50126976321,1733212,SCHL 5039,A20
50126976419,1733201,SCHL 5055,A20
50126976420,1733201,SCHL 5055,A20
50126977376,1297839,LUME 7839,A10
50126978259,1297839,LUME 7839,A10
50126979387,1297839,LUME 7839,A10
50126979603,1734044,SIEM 7346,A20
50126980359,1734044,SIEM 7346,A20
50126980362,1734044,SIEM 7346,A20
50126980364,1734044,SIEM 7346,A20
50126980472,1733102,SCHL 5161,A20
50126980473,1733102,SCHL 5161,A20
50126982500,1734044,SIEM 7346,A20
50126982503,1734044,SIEM 7346,A20
50126984110,1734044,SIEM 7346,A20
50126989242,1734044,SIEM 7346,A20
50126991292,1734399,TESL 0308,A20
50126993485,1297839,LUME 7839,A10
50126994586,1733212,SCHL 5039,A20
50126997590,1734399,TESL 0308,A20
50126998727,1733215,SIEM 0766,A20
50127000554,1733212,SCHL 5039,A20
50127001072,1734399,TESL 0308,A20
50127003913,1297839,LUME 7839,A10
50127003920,1733201,SCHL 5055,A20
50127003922,1733201,SCHL 5055,A20
50127009538,1733102,SCHL 5161,A20
50127010166,1734399,TESL 0308,A20
50127010391,1733466,AMAZ 7577,A20
50127013156,1733048,HYPE 6588,A20
50127013845,1733102,SCHL 5161,A20
50127013880,1734044,SIEM 7346,A20
50127013883,1734044,SIEM 7346,A20
50127013887,1734044,SIEM 7346,A20
50127013891,1734044,SIEM 7346,A20
50127013895,1734044,SIEM 7346,A20
50127013898,1734044,SIEM 7346,A20
50127013900,1734044,SIEM 7346,A20
50127015641,1734044,SIEM 7346,A20
50127016496,1734399,TESL 0308,A20
50127021365,1734044,SIEM 7346,A20
50127021367,1734044,SIEM 7346,A20
50127021756,1581219,BAKE 0036,A20
50127022370,1733201,SCHL 5055,A20
50127025606,1638499,RAYT 8360,A20
50127025609,1638499,RAYT 8360,A20
50127025612,1638499,RAYT 8360,A20
50127025617,1638499,RAYT 8360,A20
50127025620,1638499,RAYT 8360,A20
50127025622,1638499,RAYT 8360,A20
50127026148,1297839,LUME 7839,A10
50127026151,1297839,LUME 7839,A10
50127027987,1734354,BLOC 9694,A20
50127029605,1733866,JOHN 1731,A20
50127032169,1176121,BAKE 5121,A20
50127032172,1176121,BAKE 5121,A20
50127032442,1733215,SIEM 0766,A20
50127033708,1733048,HYPE 6588,A20
50127033895,1734132,INTE 1674,A20
50127033993,1176121,BAKE 5121,A20
50127034045,1733212,SCHL 5039,A20
50127034444,1638499,RAYT 8360,A20
50127036311,1734532,SIEM 5943,A20
50127037158,1638499,RAYT 8360,A20
50127037505,1297839,LUME 7839,A10
50127039601,1734576,RAYT 4399,A20
50127039604,1638499,RAYT 8360,A20
50127041235,1638499,RAYT 8360,A20
50127041237,1638499,RAYT 8360,A20
50127042424,1638499,RAYT 8360,A20
50127042431,1638499,RAYT 8360,A20
50127042537,1734044,SIEM 7346,A20
50127042539,1734044,SIEM 7346,A20
50127042588,1733215,SIEM 0766,A20
50127042878,1734399,TESL 0308,A20
50127042881,1734399,TESL 0308,A20
50127042933,1638499,RAYT 8360,A20
50127046386,1638499,RAYT 8360,A20
50127046562,1734399,TESL 0308,A20
50127046977,1638499,RAYT 8360,A20
50127046981,1638499,RAYT 8360,A20
50127047787,1702144,RAYT 2893,A20
50127047811,1733201,SCHL 5055,A20
50127047850,1638499,RAYT 8360,A20
50127047858,1638499,RAYT 8360,A20
50127047867,1638499,RAYT 8360,A20
50127047872,1638499,RAYT 8360,A20
50127049373,1673959,RAYT 9092,A20
50127052063,1702144,RAYT 2893,A20
50127052085,1734576,RAYT 4399,A20
50127052655,1733102,SCHL 5161,A20
50127052731,1638499,RAYT 8360,A20
50127052734,1638499,RAYT 8360,A20
50127052736,1638499,RAYT 8360,A20
50127052739,1638499,RAYT 8360,A20
50127052741,1638499,RAYT 8360,A20
50127053179,1638499,RAYT 8360,A20
50127053772,1638499,RAYT 8360,A20
50127053776,1638499,RAYT 8360,A20
50127053780,1638499,RAYT 8360,A20
50127054028,1733201,SCHL 5055,A20
50127054336,1638499,RAYT 8360,A20
50127054340,1638499,RAYT 8360,A20
50127054364,1651228,RAYT 4369,A20
50127055902,1638499,RAYT 8360,A20
50127055986,1651228,RAYT 4369,A20
50127060293,1733212,SCHL 5039,A20
50127061469,1734576,RAYT 4399,A20
50127062254,1638499,RAYT 8360,A20
50127062325,1638499,RAYT 8360,A20
50127063835,1734044,SIEM 7346,A20
50127064119,1638499,RAYT 8360,A20
50127064133,1469829,RAYT 9829,A20
50127065576,1734576,RAYT 4399,A20
50127065629,1638499,RAYT 8360,A20
50127065632,1638499,RAYT 8360,A20
50127065983,1638499,RAYT 8360,A20
50127065986,1638499,RAYT 8360,A20
50127065995,1734044,SIEM 7346,A20
50127066313,1734399,TESL 0308,A30
50127068534,1638499,RAYT 8360,A20
50127069047,1733215,SIEM 0766,A20
50127069658,1733212,SCHL 5039,A20
50127069725,1651228,RAYT 4369,A20
50127070652,1733201,SCHL 5055,A20
50127071091,1733466,AMAZ 7577,A20
50127073294,1734399,TESL 0308,A20
50127073366,1733201,SCHL 5055,A20
50127073396,1638499,RAYT 8360,A20
50127075313,1638499,RAYT 8360,A20
50127075605,1593948,KGS  5500,A20
50127076193,1297839,LUME 7839,A10
50127076998,1734621,SIEM 5446,A20
50127077635,1638499,RAYT 8360,A20
50127078060,1638499,RAYT 8360,A20
50127078061,1638499,RAYT 8360,A20
50127078296,1734266,AMAZ 1311,A20
50127078351,1638499,RAYT 8360,A20
50127078354,1638499,RAYT 8360,A20
50127078578,1734621,SIEM 5446,A20
50127081091,1651228,RAYT 4369,A20
50127081906,1734044,SIEM 7346,A20
50127082345,1638499,RAYT 8360,A20
50127082348,1638499,RAYT 8360,A20
50127082352,1638499,RAYT 8360,A20
50127082355,1638499,RAYT 8360,A20
50127082357,1638499,RAYT 8360,A20
50127082858,1638499,RAYT 8360,A20
50127082864,1638499,RAYT 8360,A20
50127084782,1734399,TESL 0308,A20
50127084810,1733201,SCHL 5055,A20
50127084837,1702144,RAYT 2893,A20
50127084868,1638499,RAYT 8360,A20
50127084872,1638499,RAYT 8360,A20
50127084874,1638499,RAYT 8360,A20
50127084878,1638499,RAYT 8360,A20
50127084880,1638499,RAYT 8360,A20
50127085842,1297839,LUME 7839,A10
50127086068,1734044,SIEM 7346,A20
50127086109,1638499,RAYT 8360,A20
50127086113,1638499,RAYT 8360,A20
50127086114,1638499,RAYT 8360,A20
50127086116,1638499,RAYT 8360,A20
50127086205,1651228,RAYT 4369,A20
50127086551,1733201,SCHL 5055,A20
50127086826,1297839,LUME 7839,A10
50127086830,1297839,LUME 7839,A10
50127086838,1638499,RAYT 8360,A20
50127087425,1638499,RAYT 8360,A20
50127087426,1638499,RAYT 8360,A20
50127087427,1638499,RAYT 8360,A20
50127088651,1733048,HYPE 6588,A20
50127088738,1734044,SIEM 7346,A20
50127089578,1734399,TESL 0308,A20
50127090813,1673959,RAYT 9092,A20
50127090968,1638499,RAYT 8360,A20
50127090972,1638499,RAYT 8360,A20
50127091058,1733215,SIEM 0766,A20
50127091342,1733102,SCHL 5161,A20
50127093155,1733466,AMAZ 7577,A20
50127093157,1733466,AMAZ 7577,A20
50127093796,1297839,LUME 7839,A10
50127094253,1638499,RAYT 8360,A20
50127094258,1638499,RAYT 8360,A20
50127094261,1638499,RAYT 8360,A20
50127094265,1638499,RAYT 8360,A20
50127094272,1638499,RAYT 8360,A20
50127094770,1469829,RAYT 9829,A20
50127095075,1638499,RAYT 8360,A20
50127095148,1638499,RAYT 8360,A20
50127095277,1734399,TESL 0308,A20
50127095338,1651228,RAYT 4369,A20
50127095769,1734044,SIEM 7346,A20
50127097549,1734399,TESL 0308,A20
50127097612,1702144,RAYT 2893,A20
50127097707,1638499,RAYT 8360,A20
50127097710,1638499,RAYT 8360,A20
50127097713,1638499,RAYT 8360,A20
50127097717,1638499,RAYT 8360,A20
50127097719,1638499,RAYT 8360,A20
50127097721,1638499,RAYT 8360,A20
50127097723,1638499,RAYT 8360,A20
50127098190,1638499,RAYT 8360,A20
50127098191,1638499,RAYT 8360,A20
50127098353,1733215,SIEM 0766,A20
50127099282,1733212,SCHL 5039,A20
50127099415,1638499,RAYT 8360,A20
50127099418,1638499,RAYT 8360,A20
50127100993,1733212,SCHL 5039,A20
50127101022,1638499,RAYT 8360,A20
50127101041,1638499,RAYT 8360,A20
50127101324,1734665,RAYT 4368,A20
50127101937,1638499,RAYT 8360,A20
50127101942,1638499,RAYT 8360,A20
50127101958,1733215,SIEM 0766,A20
50127101991,1733201,SCHL 5055,A20
50127102118,1673959,RAYT 9092,A20
50127105376,1638499,RAYT 8360,A20
50127105378,1638499,RAYT 8360,A20
50127105380,1638499,RAYT 8360,A20
50127105382,1638499,RAYT 8360,A20
50127105385,1638499,RAYT 8360,A20
50127106355,1638499,RAYT 8360,A20
50127107036,1734044,SIEM 7346,A20
50127108524,1733215,SIEM 0766,A20
50127108670,1734044,SIEM 7346,A20
50127111682,1733102,SCHL 5161,A20
50127112692,1734399,TESL 0308,A20
50127115220,1734132,INTE 1674,A20
50127116500,1733201,SCHL 5055,A20
50127117773,1733102,SCHL 5161,A20
50127117783,1734044,SIEM 7346,A20
50127128032,1733212,SCHL 5039,A20
50127130510,1734044,SIEM 7346,A20
50127131131,1733733,WAYM 9911,A20
50127133322,1733201,SCHL 5055,A20
50127136504,1734266,AMAZ 1311,A20
50127141000,1734221,DIAG 1352,A20
50127149332,1734221,DIAG 1352,A20
50127150944,1734044,SIEM 7346,A20
50127274770,1913708,AURI 3708,A20
50127298516,1053549,GE V 8549,A20
50127298517,1053549,GE V 8549,A20
50127305193,1595766,ZOOX 7327,A20
50127311009,1595766,ZOOX 7327,A20
50127312146,1733212,SCHL 5039,A20
50127313151,1733212,SCHL 5039,A20
50127313837,1053549,GE V 8549,A20
50127314120,1734044,SIEM 7346,A20
50127314196,1053549,GE V 8549,A20
50127314350,1053549,GE V 8549,A20
50127315365,1733048,HYPE 6588,A20
50127315605,1053549,GE V 8549,A20
50127315768,1417746,IBM  7746,A10
50127315839,1053549,GE V 8549,A20
50127317086,1053549,GE V 8549,A20
50127318836,1733201,SCHL 5055,A20
50127320884,1734044,SIEM 7346,A20
50127320947,1053549,GE V 8549,A20
50127320949,1053549,GE V 8549,A20
50127321505,1734399,TESL 0308,A20
50127321508,1734399,TESL 0308,A20
