Invoice,PO No.,Inv. Date,Total Invoice
50126224337,PO17737984,4/22/2025,"$16,786.35 "
50126226240,PO17942134,4/24/2025,$47.85 
50126227393,PO17655730,4/25/2025,$264.41 
50126228081,PO17959477,4/23/2025,"$1,786.00 "
50126228381,PO17949838,4/24/2025,$77.55 
50126228766,PO17728162,4/25/2025,$567.00 
50126232019,PO17676627,4/25/2025,"$336,512.00 "
50126233345,PO17700786,4/24/2025,"$54,705.60 "
50126238946,PO17700857,4/26/2025,"$155,942.40 "
50126239888,PO17922812,4/28/2025,"$6,600.00 "
50126241780,PO17771054,4/28/2025,"$2,006.00 "
50126244526,PO17738303,4/30/2025,$264.00 
50126245763,PO17978798,5/6/2025,"$10,656.44 "
50126250441,PO17687967,4/30/2025,"$1,129.71 "
50126250525,PO17700858,5/1/2025,"$365,961.60 "
50126250526,PO17700919,5/1/2025,"$24,523.20 "
50126250566,PO17587753,5/1/2025,"$2,859.60 "
50126251510,PO17954604,5/5/2025,$250.00 
50126251511,PO17944605,5/5/2025,$250.00 
50126251839,PO17700920,5/1/2025,"$20,750.40 "
50126252202,PO17695754,5/2/2025,"$336,512.00 "
50126254269,PO17824430,5/2/2025,"$1,617.45 "
50126254391,PO17974816,5/2/2025,"$4,905.33 "
50126254620,PO17857055,5/2/2025,$153.33 
50126255996,PO17866880,5/2/2025,"$5,889.69 "
50126255997,PO17867428,5/2/2025,"$3,863.13 "
50126257790,PO17947412,5/5/2025,$56.46 
50126257791,PO17957413,5/5/2025,$53.07 
50126258234,PO17932024,5/5/2025,$906.51 
50126259333,PO17971510,5/5/2025,$390.40 
50126261094,PO17824773,5/6/2025,$615.00 
50126263670,PO17961794,5/6/2025,"$3,895.00 "
50126263991,PO17797036,5/7/2025,$193.12 
50126265554,PO17791077,5/7/2025,"$12,900.00 "
50126265625,PO17742122,5/7/2025,$468.22 
50126265686,PO17978912,5/7/2025,$10.25 
50126267942,PO17932826,5/8/2025,"$1,781.78 "
50126269142,PO17700458,5/8/2025,"$336,512.00 "
50126269668,PO17471195,5/9/2025,$293.87 
50126270300,PO17971582,5/8/2025,$120.20 
50126270381,PO17739608,5/8/2025,$238.94 
50126273871,PO17927078,5/9/2025,$4.80 
50126273874,PO17973683,5/9/2025,$1.25 
50126274065,PO17700188,5/10/2025,$11.54 
50126277873,PO17785107,5/12/2025,$306.00 
50126279506,PO17958129,5/14/2025,"$75,688.00 "
50126279510,PO17958130,5/14/2025,"$75,688.00 "
50126280657,PO17928052,5/12/2025,"$8,908.79 "
50126288529,PO17965562,5/16/2025,$214.64 
50126288581,PO17891931,5/16/2025,$0.70 
50126295769,PO17976086,5/17/2025,"$34,932.80 "
50126295771,PO17977627,5/17/2025,"$169,673.60 "
50126297305,PO17984673,5/16/2025,$270.00 
50126297808,PO17998331,5/16/2025,$11.42 
50126299119,PO17982153,5/19/2025,"$98,288.18 "
50126300870,PO17868995,5/19/2025,"$5,636.37 "
50126301944,PO17792576,5/19/2025,"$70,950.00 "
50126302897,PO17709885,5/21/2025,"$336,512.00 "
50126303345,PO17993239,5/20/2025,"$37,841.01 "
50126304211,PO17984915,5/20/2025,"$2,892.00 "
50126304437,PO17868877,5/21/2025,$206.56 
50126306204,PO17966039,5/22/2025,"$34,649.78 "
50126306249,PO17909347,5/22/2025,"$3,117.06 "
50126307614,PO17711798,5/21/2025,$67.50 
50126307616,PO17035138,5/21/2025,"$14,726.44 "
50126307619,PO17038481,5/21/2025,"$13,125.74 "
50126307699,PO17797654,5/21/2025,"$1,506.24 "
50126311703,PO17938854,5/27/2025,$640.15 
50126311942,PO17999182,5/22/2025,"$1,096.80 "
50126311944,PO17930031,5/22/2025,"$1,920.44 "
50126312128,PO17611176,5/22/2025,"$1,754.28 "
50126312376,PO17705770,5/22/2025,"$320,488.00 "
50126312571,PO17589643,5/22/2025,$476.60 
50126316135,PO17886333,5/28/2025,"$3,955.00 "
50126316316,PO17843557,5/23/2025,$310.50 
50126323032,PO17975358,5/28/2025,"$136,237.92 "
50126324753,PO17997777,5/28/2025,"$7,229.22 "
50126324808,PO17975359,5/28/2025,"$19,712.08 "
50126325792,PO17946081,5/28/2025,$380.51 
50126326881,PO17987946,5/28/2025,"$12,747.25 "
50126330572,PO17770287,5/30/2025,"$1,165.50 "
50126331444,PO17882838,5/30/2025,"$16,272.00 "
50126332117,PO17930298,5/30/2025,$69.93 
50126332122,PO17892622,5/30/2025,$230.46 
50126334176,PO17943758,5/31/2025,$2.94 
50126334178,PO17982193,5/31/2025,"$2,892.00 "
50126338320,PO18002286,6/2/2025,$377.68 
50126338402,PO18019099,6/2/2025,"$9,331.95 "
50126339621,PO17864666,6/5/2025,$135.00 
50126341936,PO17933208,6/4/2025,"$1,226.70 "
50126342502,PO17999195,6/3/2025,$2.28 
50126343981,PO17975821,6/4/2025,"$3,374.18 "
50126344104,PO17584039,6/4/2025,$238.30 
50126351308,PO17907606,6/7/2025,$425.00 
50126351309,PO17790120,6/7/2025,"$1,579.64 "
50126353355,PO17698955,6/7/2025,"$14,720.22 "
50126353360,PO17691347,6/7/2025,"$3,795.78 "
50126354646,PO17939925,6/7/2025,"$40,028.25 "
50126354734,PO18002397,6/7/2025,"$1,100.45 "
50126355642,PO17907330,6/9/2025,"$8,050.72 "
50126356281,PO17943039,6/9/2025,$785.70 
50126357721,PO17932996,6/9/2025,$445.45 
50126357877,PO17773951,6/9/2025,$582.75 
50126360156,PO18022188,6/12/2025,$200.00 
50126360830,PO17874621,6/10/2025,"$3,032.85 "
50126362834,PO17767876,6/10/2025,"$43,920.46 "
50126363632,PO17797653,6/12/2025,"$1,773.12 "
50126365473,PO17948287,6/12/2025,$630.00 
50126365476,PO17968319,6/12/2025,$441.40 
50126367873,PO17971446,6/12/2025,$598.40 
50126368610,PO18016713,6/12/2025,$83.62 
50126369192,PO17990312,6/13/2025,$201.96 
50126369193,PO18010314,6/13/2025,$910.35 
50126381116,PO18028547,6/17/2025,"$1,134.59 "
50126381396,PO17515198,6/17/2025,"$12,402.09 "
50126384134,PO17999908,6/30/2025,"$4,854.84 "
50126386208,PO18000076,6/26/2025,"$1,623.38 "
50126389381,PO18039369,6/21/2025,$62.50 
50126390779,PO17957752,6/30/2025,"$1,020.00 "
50126392868,PO17817463,6/20/2025,"$1,337.57 "
50126394022,PO18018603,6/23/2025,"$1,170.68 "
50126395187,PO17936203,6/27/2025,$946.00 
50126396125,PO17795203,6/23/2025,"$2,061.84 "
50126396420,PO17847520,6/23/2025,$90.08 
50126396421,PO17847523,6/23/2025,$108.22 
50126396424,PO17925682,6/23/2025,"$1,322.80 "
50126397317,PO17869940,6/23/2025,"$5,383.05 "
50126397608,PO17948068,6/25/2025,$447.04 
50126397636,PO18031840,6/25/2025,"$17,201.70 "
50126397747,PO17842344,6/25/2025,"$13,393.44 "
50126398358,PO17653383,6/23/2025,$341.00 
50126404579,PO17791151,6/25/2025,$687.28 
50126404847,PO17895789,6/25/2025,$185.00 
50126406266,PO17856439,7/10/2025,$252.60 
50126406268,PO17956633,7/10/2025,"$3,729.24 "
50126407821,PO17971580,6/26/2025,"$155,700.48 "
50126408974,PO17827863,6/26/2025,$104.48 
50126408976,PO17905221,6/26/2025,"$6,368.04 "
50126409884,PO18016953,6/27/2025,"$1,167.00 "
50126413217,PO17902353,6/27/2025,"$1,010.80 "
50126415971,PO18022047,6/28/2025,$6.41 
50126416069,PO17516479,6/28/2025,"$2,993.50 "
50126417057,PO18036039,6/28/2025,"$12,690.50 "
50126417058,PO17937613,6/28/2025,"$113,605.50 "
50126417171,PO17526481,6/28/2025,"$1,191.50 "
50126418313,PO17945853,6/28/2025,$65.60 
50126419831,PO18038688,7/3/2025,"$13,437.00 "
50126423933,PO17867918,7/1/2025,$135.00 
50126436285,PO18037663,7/8/2025,"$75,688.00 "
50126439148,PO17829409,7/9/2025,$817.00 
50126447996,PO18050505,7/11/2025,$453.90 
50126449279,PO18041907,7/12/2025,"$75,688.00 "
50126449282,PO18041908,7/12/2025,"$75,688.00 "
50126453776,PO18048516,7/17/2025,"$5,380.20 "
50126458156,PO17617635,7/15/2025,"$35,136.00 "
50126458157,PO17847639,7/15/2025,"$21,960.00 "
50126458159,PO17897641,7/15/2025,"$21,960.00 "
50126458695,PO18003416,7/16/2025,"$25,900.00 "
50126458699,PO18014417,7/16/2025,"$25,900.00 "
50126459492,PO17981461,7/15/2025,"$17,676.66 "
50126459797,PO17907265,7/15/2025,"$207,804.00 "
50126459798,PO17907270,7/15/2025,"$21,662.00 "
50126460125,PO18025917,7/15/2025,"$6,333.48 "
50126460129,PO18023389,7/15/2025,"$5,784.00 "
50126460196,PO18064383,7/15/2025,$6.48 
50126463133,PO18038651,7/17/2025,"$15,676.50 "
50126463557,PO17948676,7/18/2025,$21.30 
50126464555,PO17996631,7/16/2025,"$32,544.00 "
50126467213,PO17984896,7/18/2025,"$6,296.25 "
50126469239,PO17922953,7/17/2025,$210.00 
50126470125,PO18032623,7/18/2025,"$27,747.09 "
50126470135,PO18032979,7/18/2025,"$134,547.21 "
50126475394,PO18035882,7/22/2025,"$2,986.00 "
50126475426,PO18079466,7/22/2025,$31.88 
50126475975,PO18024500,7/21/2025,$270.71 
50126475981,PO18073918,7/21/2025,$751.85 
50126476514,PO18097432,7/31/2025,"$1,953.86 "
50126477282,PO18063951,7/21/2025,"$2,825.00 "
50126478026,PO18053107,7/29/2025,"$7,726.72 "
50126478186,PO17792038,7/29/2025,"$3,538.92 "
50126479395,PO18072365,7/21/2025,"$2,380.08 "
50126479916,PO18070554,7/22/2025,"$1,950.00 "
50126481615,PO17945317,7/25/2025,$35.28 
50126483120,PO17769056,7/24/2025,"$37,432.50 "
50126487101,PO17948085,7/23/2025,$230.12 
50126488749,PO17893814,7/25/2025,$212.50 
50126491943,PO18035607,7/25/2025,"$5,248.40 "
50126491944,PO18035608,7/25/2025,$115.00 
50126492658,PO18058551,7/24/2025,$225.00 
50126494749,PO17943284,7/30/2025,"$1,600.00 "
50126497339,PO18045682,7/26/2025,$963.00 
50126499392,PO17849474,7/28/2025,$613.86 
50126499874,PO17831717,7/28/2025,$282.36 
50126500550,PO18021531,7/29/2025,"$3,926.46 "
50126501084,PO17799437,7/28/2025,"$2,527.80 "
50126506980,PO18086586,7/30/2025,"$7,700.00 "
50126507002,PO17951792,7/30/2025,$287.95 
50126508220,PO17982356,8/1/2025,"$5,761.00 "
50126508500,PO18077060,7/30/2025,"$2,960.26 "
50126508509,PO18027302,7/30/2025,"$5,953.02 "
50126509145,PO18093336,8/1/2025,$0.84 
50126509503,PO17490451,7/31/2025,"$3,620.62 "
50126509504,PO17490452,7/31/2025,"$5,430.93 "
50126509629,PO18027067,7/31/2025,"$1,247.60 "
50126509968,PO17795866,7/31/2025,"$38,700.00 "
50126511111,PO17867916,7/31/2025,$50.00 
50126511795,PO18096085,7/31/2025,"$1,723.21 "
50126513164,PO17979116,8/1/2025,"$24,452.96 "
50126516755,PO18093420,8/6/2025,"$3,294.56 "
50126517281,PO17842789,8/7/2025,$363.60 
50126518099,PO18094447,8/5/2025,$63.27 
50126520802,PO18088329,8/5/2025,"$1,600.00 "
50126522676,PO17893190,8/7/2025,"$2,196.00 "
50126523922,PO17840583,8/6/2025,$674.60 
50126526073,PO17917235,8/7/2025,"$4,373.76 "
50126526285,PO18092065,8/7/2025,"$2,896.65 "
50126526329,PO18050417,8/8/2025,"$4,564.00 "
50126526331,PO18050420,8/8/2025,"$6,846.00 "
50126526332,PO18050421,8/8/2025,"$5,703.00 "
50126526497,PO17897244,8/8/2025,"$2,196.00 "
50126526499,PO17917245,8/8/2025,"$13,176.00 "
50126526817,PO18090830,8/8/2025,"$5,500.00 "
50126528230,PO18091766,8/8/2025,$550.00 
50126529722,PO17848520,8/8/2025,"$19,764.00 "
50126529743,PO18091848,8/8/2025,"$1,692.53 "
50126529780,PO17910015,8/8/2025,$143.00 
50126531332,PO18022430,8/8/2025,$975.22 
50126534751,PO17847243,8/11/2025,"$2,196.00 "
50126536344,PO18032482,8/11/2025,"$4,279.90 "
50126536346,PO18032483,8/11/2025,$115.00 
50126536618,PO18091081,8/11/2025,"$15,620.34 "
50126537522,PO18115421,8/12/2025,$1.64 
50126538040,PO17977314,8/11/2025,$357.21 
50126540414,PO17994960,8/14/2025,$85.05 
50126540434,PO18029404,8/14/2025,$356.10 
50126541955,PO18115557,8/12/2025,$13.88 
50126547292,PO18014691,8/13/2025,"$3,589.87 "
50126547311,PO18118365,8/13/2025,$779.00 
50126549385,PO18095768,8/13/2025,"$14,726.44 "
50126551475,PO18032475,8/15/2025,$299.20 
50126552291,PO18109580,8/15/2025,$88.74 
50126553097,PO17931563,8/15/2025,"$1,109.12 "
50126554312,PO17497893,8/18/2025,"$9,051.55 "
50126555189,PO18111723,8/19/2025,"$3,116.00 "
50126559841,PO18039360,8/18/2025,"$13,768.00 "
50126561341,PO18030862,8/18/2025,"$48,168.00 "
50126561343,PO18040865,8/18/2025,"$27,528.00 "
50126562281,PO18105334,8/21/2025,$56.58 
50126562944,PO17799748,8/19/2025,"$8,575.18 "
50126564228,PO18119979,8/20/2025,$126.51 
50126565567,PO18071234,8/22/2025,"$14,280.48 "
50126565648,PO18039480,8/22/2025,"$46,290.00 "
50126565710,PO17823843,8/22/2025,$0.35 
50126566718,PO17891380,8/21/2025,$637.50 
50126567353,PO17906790,8/20/2025,"$131,955.54 "
50126569324,PO18105335,8/20/2025,$450.00 
50126569686,PO17924185,8/20/2025,"$3,998.60 "
50126572907,PO17849116,8/21/2025,"$48,312.00 "
50126573939,PO18054327,8/22/2025,$21.89 
50126576163,PO18028181,8/25/2025,"$2,611.40 "
50126576408,PO17619765,8/22/2025,"$1,929.72 "
50126578181,PO17949521,8/26/2025,"$9,783.00 "
50126581521,PO18122822,8/26/2025,"$1,398.00 "
50126585190,PO17947740,8/28/2025,"$1,119.00 "
50126585924,PO17970087,8/27/2025,"$6,319.50 "
50126586227,PO18120451,8/28/2025,$502.95 
50126589471,PO18034626,9/2/2025,"$13,768.00 "
50126589769,PO18056463,9/2/2025,"$2,878.02 "
50126589771,PO17851983,9/2/2025,$252.60 
50126590363,PO17995281,8/28/2025,$795.53 
50126593263,PO18133603,8/29/2025,$8.38 
50126595239,PO18056932,8/29/2025,"$1,258.20 "
50126602291,PO18034627,9/2/2025,"$34,408.00 "
50126602295,PO18034628,9/2/2025,"$27,528.00 "
50126602299,PO18047588,9/2/2025,"$34,408.00 "
50126604824,PO17843794,9/3/2025,$363.60 
50126610510,PO17939098,9/4/2025,$523.25 
50126614862,PO18088869,9/5/2025,"$8,784.00 "
50126614937,PO17798830,9/5/2025,"$3,033.36 "
50126615761,PO18088098,9/5/2025,"$259,357.02 "
50126618763,PO18145046,9/9/2025,"$13,737.50 "
50126620035,PO18108248,9/8/2025,$41.36 
50126622118,PO18047506,9/9/2025,$145.31 
50126622122,PO18041678,9/9/2025,$153.45 
50126622129,PO18051680,9/9/2025,$402.64 
50126622286,PO18041984,9/9/2025,$250.00 
50126622289,PO18041679,9/9/2025,$250.00 
50126622290,PO18065318,9/9/2025,$250.00 
50126624275,PO18136744,9/11/2025,"$17,092.97 "
50126626494,PO18064306,9/11/2025,$430.07 
50126627354,PO17900098,9/10/2025,"$274,301.28 "
50126627620,PO17490007,9/10/2025,"$3,222.34 "
50126627816,PO17990116,9/10/2025,$441.40 
50126632238,PO18066676,9/11/2025,"$2,964.68 "
50126632801,PO18156768,9/11/2025,"$1,211.82 "
50126634708,PO18086677,9/12/2025,"$2,896.65 "
50126635282,PO18147178,9/12/2025,"$1,330.00 "
50126635819,PO17970121,9/12/2025,$820.80 
50126639300,PO18120257,9/16/2025,"$18,700.00 "
50126639511,PO18080319,9/18/2025,"$45,305.00 "
50126639542,PO17954729,9/18/2025,"$1,207.00 "
50126641198,PO17871441,9/15/2025,"$1,284.00 "
50126641998,PO18133333,9/17/2025,$40.80 
50126644017,PO18149878,9/18/2025,$166.39 
50126644429,PO18056202,9/15/2025,$117.72 
50126644435,PO17896864,9/15/2025,$483.40 
50126644436,PO17926866,9/15/2025,$164.32 
50126646259,PO18125258,9/15/2025,"$1,025.15 "
50126646562,PO18099111,9/16/2025,"$5,902.80 "
50126654041,PO18006133,9/18/2025,"$1,065.00 "
50126654422,PO18093300,9/18/2025,$250.00 
50126654423,PO18098308,9/18/2025,"$1,382.08 "
50126654577,PO18157370,9/18/2025,$355.00 
50126654749,PO17795890,9/22/2025,"$10,025.40 "
50126655065,PO18159205,9/19/2025,$75.35 
50126655391,PO18146890,9/19/2025,"$3,676.68 "
50126655568,PO18088567,9/19/2025,"$30,031.20 "
50126658185,PO18123381,9/22/2025,"$1,150.00 "
50126662041,PO18052556,9/22/2025,$351.96 
50126663625,PO18129035,9/23/2025,$52.83 
50126663627,PO18129602,9/23/2025,$250.00 
50126664314,PO17825901,9/22/2025,$53.11 
50126666273,PO17809508,9/23/2025,"$3,951.90 "
50126668833,PO18160932,9/24/2025,$24.70 
50126669508,PO18028620,9/23/2025,"$5,509.71 "
50126672849,PO18073191,9/24/2025,"$1,135.05 "
50126674197,PO18036469,9/25/2025,"$27,528.00 "
50126678361,PO18098441,9/25/2025,"$1,460.75 "
50126678364,PO18075870,9/25/2025,"$4,200.00 "
50126678367,PO18098938,9/25/2025,"$1,050.00 "
50126678530,PO18168930,9/25/2025,$131.71 
50126679238,PO18037326,9/25/2025,"$34,408.00 "
50126680058,PO18163356,9/26/2025,"$10,000.00 "
50126680424,PO18161366,9/26/2025,"$80,000.00 "
50126681546,PO18148657,9/26/2025,"$22,116.00 "
50126681811,PO17891929,9/26/2025,"$17,568.00 "
50126685430,PO18066896,9/27/2025,"$162,824.00 "
50126686172,PO18156759,9/29/2025,$32.71 
50126688860,PO17618310,9/30/2025,"$1,929.72 "
50126692463,PO18143696,9/30/2025,"$24,100.47 "
50126692830,PO18021042,9/30/2025,"$1,069.42 "
50126692905,PO18089623,9/30/2025,"$2,750.00 "
50126693744,PO18171515,10/1/2025,$215.81 
50126694400,PO18120550,10/1/2025,$56.14 
50126694911,PO18063577,10/1/2025,"$3,964.93 "
50126695603,PO18069476,10/1/2025,"$2,892.00 "
50126696097,PO18032714,10/1/2025,"$16,516.50 "
50126701717,PO18129877,10/3/2025,$250.00 
50126703878,PO18166482,10/3/2025,$72.93 
50126705226,PO17963055,10/7/2025,$452.25 
50126705261,PO18037293,10/7/2025,"$3,624.86 "
50126708338,PO18164850,10/6/2025,$209.95 
50126709481,PO18182249,10/6/2025,$74.52 
50126712729,PO17979896,10/8/2025,$5.75 
50126716414,PO18176201,10/8/2025,$143.96 
50126718913,PO18017078,10/9/2025,$4.50 
50126722266,PO17846946,10/10/2025,"$13,740.30 "
50126723100,PO18199708,10/10/2025,$633.70 
50126723326,PO18110960,10/10/2025,$34.96 
50126726931,PO17889123,10/14/2025,$135.00 
50126732447,PO17875939,10/13/2025,"$6,602.04 "
50126735542,PO18035727,10/15/2025,$72.39 
50126736463,PO18186362,10/14/2025,"$9,406.88 "
50126738552,PO18032198,10/17/2025,"$13,768.00 "
50126738553,PO18042199,10/17/2025,"$20,648.00 "
50126738675,PO17610311,10/17/2025,$643.24 
50126742527,PO18018953,10/16/2025,$1.64 
50126744182,PO18066250,10/17/2025,"$169,608.00 "
50126745021,PO18134273,10/18/2025,$74.39 
50126745649,PO18044518,10/20/2025,"$34,408.00 "
50126745653,PO18067317,10/20/2025,"$162,824.00 "
50126749091,PO18208116,10/20/2025,"$13,205.33 "
50126750096,PO18044517,10/20/2025,"$6,888.00 "
50126751329,PO18044519,10/20/2025,"$34,408.00 "
50126753691,PO18234527,11/7/2025,$39.27 
50126755132,PO17990272,10/21/2025,$630.40 
50126755286,PO17761087,10/21/2025,"$288,440.00 "
50126756844,PO17740661,10/21/2025,"$304,464.00 "
50126759634,PO18198337,10/22/2025,$599.35 
50126759693,PO18004200,10/22/2025,$946.40 
50126759696,PO18196550,10/22/2025,$271.20 
50126761988,PO17721005,10/23/2025,"$336,512.00 "
50126761992,PO17751008,10/23/2025,"$288,440.00 "
50126761995,PO17781957,10/23/2025,"$256,392.00 "
50126762028,PO17843431,10/23/2025,"$15,346.50 "
50126764325,PO17761009,10/23/2025,"$288,440.00 "
50126764349,PO18168190,10/23/2025,"$2,113.10 "
50126765563,PO17904027,10/24/2025,"$6,234.12 "
50126766683,PO18126629,11/4/2025,"$1,597.75 "
50126767626,PO17723280,10/24/2025,"$336,512.00 "
50126767629,PO17745496,10/24/2025,"$336,512.00 "
50126769156,PO17775497,10/25/2025,"$288,440.00 "
50126770172,PO18024005,10/27/2025,"$4,369.77 "
50126771457,PO17894119,10/27/2025,"$13,176.00 "
50126771704,PO18141397,10/28/2025,$748.62 
50126771727,PO17924140,10/28/2025,$139.24 
50126771952,PO18179703,10/27/2025,"$3,323.07 "
50126774426,PO18129506,10/27/2025,"$2,829.74 "
50126775456,PO18171337,10/28/2025,"$8,671.97 "
50126776282,PO18177520,10/28/2025,"$99,407.88 "
50126776560,PO18204288,10/31/2025,"$1,623.38 "
50126778065,PO18177932,10/29/2025,"$38,287.07 "
50126781100,PO18037120,10/30/2025,"$46,290.00 "
50126781114,PO18037121,10/30/2025,"$179,496.00 "
50126781550,PO18228097,11/4/2025,$38.00 
50126783729,PO18222172,10/30/2025,$60.87 
50126788249,PO18223156,11/5/2025,"$2,911.88 "
50126788757,PO18187826,11/3/2025,$690.00 
50126791514,PO18216959,11/3/2025,"$2,174.14 "
50126801485,PO17957136,11/6/2025,$428.00 
50126802752,PO18194558,11/7/2025,$6.65 
50126805613,PO18162129,11/7/2025,$144.38 
50126807428,PO18164679,11/7/2025,$0.33 
50126807430,PO18195553,11/7/2025,$8.45 
50126808393,PO18170037,11/7/2025,"$3,323.07 "
50126808921,PO18237392,11/8/2025,$38.00 
50126809733,PO17896780,11/7/2025,"$8,784.00 "
50126817682,PO18166383,12/4/2025,"$17,850.23 "
50126821798,PO18211437,11/12/2025,"$2,210.68 "
50126821902,PO18192185,11/12/2025,$151.20 
50126821906,PO18176300,11/12/2025,$69.62 
50126821981,PO18231196,11/12/2025,$116.00 
50126827913,PO18062575,11/14/2025,"$169,608.00 "
50126831343,PO18235873,11/14/2025,"$2,738.16 "
50126838516,PO17936576,11/19/2025,$523.25 
50126838518,PO18190318,11/19/2025,$92.75 
50126838658,PO18178214,11/19/2025,"$1,572.84 "
50126839014,PO18069662,11/18/2025,"$169,608.00 "
50126840638,PO18048272,11/19/2025,$407.25 
50126840672,PO18152153,11/19/2025,$914.63 
50126840692,PO18202264,11/19/2025,"$17,000.00 "
50126842550,PO18223238,11/20/2025,"$1,613.28 "
50126842653,PO18080033,11/20/2025,"$65,130.00 "
50126846310,PO18239031,11/20/2025,"$2,008.44 "
50126846966,PO18173430,11/20/2025,$234.11 
50126847206,PO17782027,11/20/2025,"$11,138.16 "
50126851544,PO18161623,11/21/2025,$77.75 
50126851545,PO18164386,11/21/2025,$250.00 
50126851546,PO18174387,11/21/2025,$250.00 
50126852477,PO18165018,11/21/2025,"$120,000.00 "
50126854821,PO18124224,11/24/2025,"$1,468.75 "
50126857257,PO17994989,11/26/2025,"$3,532.50 "
50126857421,PO18132608,11/25/2025,$140.00 
50126857887,PO18234506,11/24/2025,$883.17 
50126857978,PO18195443,11/26/2025,$64.97 
50126862629,PO18015077,11/26/2025,$193.02 
50126864247,PO18022881,11/26/2025,"$4,749.75 "
50126866432,PO18211004,11/26/2025,"$1,415.70 "
50126870408,PO18028009,12/1/2025,"$3,624.86 "
50126870411,PO18122541,12/1/2025,"$1,000.12 "
50126870453,PO18194142,12/1/2025,$11.25 
50126871189,PO18266716,12/2/2025,"$1,051.65 "
50126871367,PO18032535,12/1/2025,"$1,003.00 "
50126873899,PO18265980,12/2/2025,"$1,515.72 "
50126874422,PO18194532,12/2/2025,$161.33 
50126875831,PO18095310,12/2/2025,"$3,440.43 "
50126879039,PO18048023,12/5/2025,$832.50 
50126879872,PO18214399,12/8/2025,$207.87 
50126879924,PO18053155,12/8/2025,$330.00 
50126881239,PO18261660,12/3/2025,"$2,843.35 "
50126884084,PO18277340,12/4/2025,"$1,506.36 "
50126887492,PO18182546,12/5/2025,"$15,552.00 "
50126887514,PO18030138,12/5/2025,"$9,071.75 "
50126887517,PO18110488,12/5/2025,"$9,071.75 "
50126888750,PO18022794,12/9/2025,"$3,624.86 "
50126896227,PO18159783,12/10/2025,"$67,848.00 "
50126897076,PO18150045,12/10/2025,"$266,884.44 "
50126897288,PO18278473,12/9/2025,"$13,206.53 "
50126898181,PO18252095,12/10/2025,$74.38 
50126898185,PO18093320,12/10/2025,$797.14 
50126901458,PO18274244,12/11/2025,"$1,576.00 "
50126901460,PO18124961,12/11/2025,$500.06 
50126903825,PO18285663,12/11/2025,$706.67 
50126904051,PO18287336,12/11/2025,$727.50 
50126905144,PO18114779,12/12/2025,$378.00 
50126905312,PO18244776,12/12/2025,"$32,758.30 "
50126909352,PO18288253,12/12/2025,"$4,188.19 "
50126913103,PO18188926,12/16/2025,$756.00 
50126914283,PO18213338,12/15/2025,$4.24 
50126915804,PO18254124,12/15/2025,"$9,040.00 "
50126923518,PO18009758,12/24/2025,"$50,008.00 "
50126924107,PO18293466,12/18/2025,$359.39 
50126924701,PO18285121,12/19/2025,"$25,027.67 "
50126930248,PO18208756,1/9/2026,"$1,732.50 "
50126949596,PO18117079,1/2/2026,$21.89 
50126949599,PO18157083,1/2/2026,$239.06 
50126950645,PO18218307,1/2/2026,$40.45 
50126954008,PO17089515,1/2/2026,$483.59 
50126954164,PO18280216,1/5/2026,"$25,594.18 "
50126956583,PO18197088,1/2/2026,$474.60 
50126956585,PO18269458,1/2/2026,$226.80 
50126957111,PO18199492,1/2/2026,$59.67 
50126960633,PO18197087,1/6/2026,$683.47 
50126962401,PO18250445,1/7/2026,$995.81 
50126968007,PO18199491,1/7/2026,$96.46 
50126969155,PO18221713,1/9/2026,$970.63 
50126969942,PO18259455,1/9/2026,$221.00 
50126976321,PO17845114,1/10/2026,$500.00 
50126976419,PO18127080,1/10/2026,"$1,329.00 "
50126976420,PO18279459,1/10/2026,"$5,871.80 "
50126977376,PO18316135,1/12/2026,"$1,691.78 "
50126978259,PO18301799,1/20/2026,$871.23 
50126979387,PO18288974,1/13/2026,"$1,200.40 "
50126979603,PO17992626,1/13/2026,"$416,632.00 "
50126980359,PO17800274,1/12/2026,"$352,536.00 "
50126980362,PO17810275,1/12/2026,"$352,536.00 "
50126980364,PO17801759,1/12/2026,"$352,536.00 "
50126980472,PO18200999,1/12/2026,$478.25 
50126980473,PO18317477,1/12/2026,$264.60 
50126982500,PO17791758,1/12/2026,"$352,536.00 "
50126982503,PO18005395,1/12/2026,"$432,656.00 "
50126984110,PO17994104,1/14/2026,"$416,632.00 "
50126989242,PO17991033,1/14/2026,"$416,632.00 "
50126991292,PO18223634,1/15/2026,$970.63 
50126993485,PO18316883,1/15/2026,$187.98 
50126994586,PO18264139,1/16/2026,$201.45 
50126997590,PO18299898,1/26/2026,"$50,939.55 "
50126998727,PO18145158,1/17/2026,$487.61 
50127000554,PO17942293,1/20/2026,"$3,933.40 "
50127001072,PO18222978,1/21/2026,$970.63 
50127003913,PO18314848,1/20/2026,"$5,639.27 "
50127003920,PO18129975,1/20/2026,$435.00 
50127003922,PO18230185,1/20/2026,$10.19 
50127009538,PO18340559,1/21/2026,$262.34 
50127010166,PO18217924,1/24/2026,"$3,486.98 "
50127010391,PO18240543,1/21/2026,"$1,068.72 "
50127013156,PO18144356,1/23/2026,"$3,091.20 "
50127013845,PO18282693,1/22/2026,"$3,184.93 "
50127013880,PO18150668,1/22/2026,"$67,848.00 "
50127013883,PO18151084,1/22/2026,"$67,848.00 "
